TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT
OGZD.UK,D,20131113,000000,7.4047,7.4047,7.4047,7.4047,32802006,0
OGZD.UK,D,20131114,000000,7.6099,7.6099,7.6099,7.6099,18967518,0
OGZD.UK,D,20131115,000000,7.7082,7.7082,7.7082,7.7082,22079096,0
OGZD.UK,D,20131118,000000,7.8705,7.8705,7.8705,7.8705,26825941,0
OGZD.UK,D,20131119,000000,7.7808,7.7808,7.7808,7.7808,18842270,0
OGZD.UK,D,20131120,000000,7.7765,7.7765,7.7765,7.7765,19772066,0
OGZD.UK,D,20131121,000000,7.6825,7.6825,7.6825,7.6825,14674842,0
OGZD.UK,D,20131122,000000,7.721,7.721,7.721,7.721,18224396,0
OGZD.UK,D,20131125,000000,7.6099,7.6099,7.6099,7.6099,18720522,0
OGZD.UK,D,20131126,000000,7.4261,7.4261,7.4261,7.4261,36065442,0
OGZD.UK,D,20131127,000000,7.362,7.362,7.362,7.362,20971558,0
OGZD.UK,D,20131128,000000,7.345,7.345,7.345,7.345,12362197,0
OGZD.UK,D,20131129,000000,7.3749,7.3749,7.3749,7.3749,12465576,0
OGZD.UK,D,20131202,000000,7.2895,7.2895,7.2895,7.2895,14179325,0
OGZD.UK,D,20131203,000000,7.1527,7.1527,7.1527,7.1527,28732242,0
OGZD.UK,D,20131204,000000,7.0587,7.0587,7.0587,7.0587,35958773,0
OGZD.UK,D,20131205,000000,7.0074,7.0074,7.0074,7.0074,22556060,0
OGZD.UK,D,20131206,000000,7.1057,7.1057,7.1057,7.1057,25136676,0
OGZD.UK,D,20131210,000000,7.1613,7.1613,7.1613,7.1613,15707064,0
OGZD.UK,D,20131211,000000,7.0886,7.0886,7.0886,7.0886,23173184,0
OGZD.UK,D,20131212,000000,6.9903,6.9903,6.9903,6.9903,23278795,0
OGZD.UK,D,20131213,000000,6.9006,6.9006,6.9006,6.9006,32200292,0
OGZD.UK,D,20131216,000000,7.0544,7.0544,7.0544,7.0544,22056256,0
OGZD.UK,D,20131217,000000,7.1185,7.1185,7.1185,7.1185,32538527,0
OGZD.UK,D,20131218,000000,7.204,7.204,7.204,7.204,16958600,0
OGZD.UK,D,20131219,000000,7.2809,7.2809,7.2809,7.2809,24641546,0
OGZD.UK,D,20131220,000000,7.3065,7.3065,7.3065,7.3065,31969218,0
OGZD.UK,D,20131223,000000,7.3749,7.3749,7.3749,7.3749,15972055,0
OGZD.UK,D,20131224,000000,7.3919,7.3919,7.3919,7.3919,8214199,0
OGZD.UK,D,20131227,000000,7.2638,7.2638,7.2638,7.2638,10965809,0
OGZD.UK,D,20131230,000000,7.2552,7.2552,7.2552,7.2552,12358906,0
OGZD.UK,D,20131231,000000,7.3065,7.3065,7.3065,7.3065,7711383,0
OGZD.UK,D,20140102,000000,7.1569,7.1569,7.1569,7.1569,13475235,0
OGZD.UK,D,20140103,000000,7.127,7.127,7.127,7.127,8221158,0
OGZD.UK,D,20140106,000000,6.9561,6.9561,6.9561,6.9561,21091348,0
OGZD.UK,D,20140107,000000,7.0373,7.0373,7.0373,7.0373,14758563,0
OGZD.UK,D,20140108,000000,7.0928,7.0928,7.0928,7.0928,18280897,0
OGZD.UK,D,20140109,000000,7.0801,7.0801,7.0801,7.0801,23117604,0
OGZD.UK,D,20140110,000000,7.1826,7.1826,7.1826,7.1826,20758356,0
OGZD.UK,D,20140113,000000,7.11,7.11,7.11,7.11,17306515,0
OGZD.UK,D,20140114,000000,7.0758,7.0758,7.0758,7.0758,22942001,0
OGZD.UK,D,20140115,000000,7.0416,7.0416,7.0416,7.0416,18677593,0
OGZD.UK,D,20140116,000000,6.9946,6.9946,6.9946,6.9946,26179072,0
OGZD.UK,D,20140117,000000,6.9818,6.9818,6.9818,6.9818,21707691,0
OGZD.UK,D,20140120,000000,7.0459,7.0459,7.0459,7.0459,19637021,0
OGZD.UK,D,20140121,000000,7.3406,7.3406,7.3406,7.3406,64798263,0
OGZD.UK,D,20140122,000000,7.4005,7.4005,7.4005,7.4005,62208721,0
OGZD.UK,D,20140123,000000,7.221,7.221,7.221,7.221,31812834,0
OGZD.UK,D,20140124,000000,7.2638,7.2638,7.2638,7.2638,49913176,0
OGZD.UK,D,20140127,000000,7.1997,7.1997,7.1997,7.1997,29190354,0
OGZD.UK,D,20140128,000000,7.2424,7.2424,7.2424,7.2424,41375598,0
OGZD.UK,D,20140129,000000,7.1527,7.1527,7.1527,7.1527,33487674,0
OGZD.UK,D,20140130,000000,7.1741,7.1741,7.1741,7.1741,32713816,0
OGZD.UK,D,20140131,000000,7.0587,7.0587,7.0587,7.0587,25153961,0
OGZD.UK,D,20140203,000000,6.8109,6.8109,6.8109,6.8109,28342472,0
OGZD.UK,D,20140204,000000,6.8707,6.8707,6.8707,6.8707,28280354,0
OGZD.UK,D,20140205,000000,6.9091,6.9091,6.9091,6.9091,23230565,0
OGZD.UK,D,20140206,000000,7.1527,7.1527,7.1527,7.1527,26367413,0
OGZD.UK,D,20140207,000000,7.1954,7.1954,7.1954,7.1954,27884009,0
OGZD.UK,D,20140210,000000,7.204,7.204,7.204,7.204,17544364,0
OGZD.UK,D,20140211,000000,7.2783,7.2783,7.2783,7.2783,23343160,0
OGZD.UK,D,20140212,000000,7.2979,7.2979,7.2979,7.2979,26011829,0
OGZD.UK,D,20140213,000000,7.127,7.127,7.127,7.127,29986341,0
OGZD.UK,D,20140214,000000,7.3185,7.3185,7.3185,7.3185,24386496,0
OGZD.UK,D,20140217,000000,7.3919,7.3919,7.3919,7.3919,32758946,0
OGZD.UK,D,20140218,000000,7.3919,7.3919,7.3919,7.3919,40947321,0
OGZD.UK,D,20140219,000000,7.1202,7.1202,7.1202,7.1202,59859198,0
OGZD.UK,D,20140220,000000,7.0955,7.0955,7.0955,7.0955,23071813,0
OGZD.UK,D,20140221,000000,7.262,7.262,7.262,7.262,22346759,0
OGZD.UK,D,20140224,000000,7.1997,7.1997,7.1997,7.1997,13583373,0
OGZD.UK,D,20140225,000000,7.0245,7.0245,7.0245,7.0245,26144791,0
OGZD.UK,D,20140226,000000,6.8698,6.8698,6.8698,6.8698,46172229,0
OGZD.UK,D,20140227,000000,6.6357,6.6357,6.6357,6.6357,55960229,0
OGZD.UK,D,20140228,000000,6.5801,6.5801,6.5801,6.5801,67284777,0
OGZD.UK,D,20140303,000000,5.6486,5.6486,5.6486,5.6486,148603464,0
OGZD.UK,D,20140304,000000,6.1298,6.1298,6.1298,6.1298,120072931,0
OGZD.UK,D,20140305,000000,5.982,5.982,5.982,5.982,58669720,0
OGZD.UK,D,20140306,000000,5.8452,5.8452,5.8452,5.8452,81500717,0
OGZD.UK,D,20140307,000000,5.8666,5.8666,5.8666,5.8666,63243802,0
OGZD.UK,D,20140310,000000,5.8238,5.8238,5.8238,5.8238,26754277,0
OGZD.UK,D,20140311,000000,5.7341,5.7341,5.7341,5.7341,66690730,0
OGZD.UK,D,20140312,000000,5.6623,5.6623,5.6623,5.6623,53321287,0
OGZD.UK,D,20140313,000000,5.5974,5.5974,5.5974,5.5974,69447429,0
OGZD.UK,D,20140314,000000,5.6299,5.6299,5.6299,5.6299,76938085,0
OGZD.UK,D,20140317,000000,5.7384,5.7384,5.7384,5.7384,77255732,0
OGZD.UK,D,20140318,000000,6.0794,6.0794,6.0794,6.0794,88505814,0
OGZD.UK,D,20140319,000000,6.0657,6.0657,6.0657,6.0657,52632740,0
OGZD.UK,D,20140320,000000,5.9307,5.9307,5.9307,5.9307,45160329,0
OGZD.UK,D,20140321,000000,5.8452,5.8452,5.8452,5.8452,83913417,0
OGZD.UK,D,20140324,000000,5.858,5.858,5.858,5.858,43666411,0
OGZD.UK,D,20140325,000000,6.1529,6.1529,6.1529,6.1529,65190859,0
OGZD.UK,D,20140326,000000,6.4947,6.4947,6.4947,6.4947,87464769,0
OGZD.UK,D,20140327,000000,6.281,6.281,6.281,6.281,65115334,0
OGZD.UK,D,20140328,000000,6.3024,6.3024,6.3024,6.3024,33917042,0
OGZD.UK,D,20140331,000000,6.5801,6.5801,6.5801,6.5801,42701581,0
OGZD.UK,D,20140401,000000,6.6229,6.6229,6.6229,6.6229,38982704,0
OGZD.UK,D,20140402,000000,6.5246,6.5246,6.5246,6.5246,38124195,0
OGZD.UK,D,20140403,000000,6.4716,6.4716,6.4716,6.4716,28636963,0
OGZD.UK,D,20140404,000000,6.6955,6.6955,6.6955,6.6955,33160778,0
OGZD.UK,D,20140407,000000,6.4613,6.4613,6.4613,6.4613,57627341,0
OGZD.UK,D,20140408,000000,6.4348,6.4348,6.4348,6.4348,41300629,0
OGZD.UK,D,20140409,000000,6.3408,6.3408,6.3408,6.3408,40606002,0
OGZD.UK,D,20140410,000000,6.4733,6.4733,6.4733,6.4733,27532914,0
OGZD.UK,D,20140411,000000,6.4178,6.4178,6.4178,6.4178,24244381,0
OGZD.UK,D,20140414,000000,6.2622,6.2622,6.2622,6.2622,44280798,0
OGZD.UK,D,20140415,000000,6.0417,6.0417,6.0417,6.0417,30355017,0
OGZD.UK,D,20140416,000000,6.1409,6.1409,6.1409,6.1409,38947749,0
OGZD.UK,D,20140417,000000,6.2212,6.2212,6.2212,6.2212,26387059,0
OGZD.UK,D,20140422,000000,6.3194,6.3194,6.3194,6.3194,32448293,0
OGZD.UK,D,20140424,000000,6.0956,6.0956,6.0956,6.0956,46312763,0
OGZD.UK,D,20140425,000000,5.9734,5.9734,5.9734,5.9734,45949419,0
OGZD.UK,D,20140428,000000,6.1016,6.1016,6.1016,6.1016,44638847,0
OGZD.UK,D,20140429,000000,6.1742,6.1742,6.1742,6.1742,44053618,0
OGZD.UK,D,20140430,000000,6.1631,6.1631,6.1631,6.1631,27353141,0
OGZD.UK,D,20140501,000000,6.1699,6.1699,6.1699,6.1699,7298870,0
OGZD.UK,D,20140502,000000,6.1058,6.1058,6.1058,6.1058,32913908,0
OGZD.UK,D,20140506,000000,6.2734,6.2734,6.2734,6.2734,46025388,0
OGZD.UK,D,20140507,000000,6.5887,6.5887,6.5887,6.5887,63384103,0
OGZD.UK,D,20140508,000000,6.6614,6.6614,6.6614,6.6614,58227575,0
OGZD.UK,D,20140509,000000,6.6912,6.6912,6.6912,6.6912,37064100,0
OGZD.UK,D,20140512,000000,6.6724,6.6724,6.6724,6.6724,36927588,0
OGZD.UK,D,20140513,000000,6.8194,6.8194,6.8194,6.8194,54991870,0
OGZD.UK,D,20140514,000000,6.9219,6.9219,6.9219,6.9219,46949521,0
OGZD.UK,D,20140515,000000,6.9818,6.9818,6.9818,6.9818,48748687,0
OGZD.UK,D,20140516,000000,7.1356,7.1356,7.1356,7.1356,51292014,0
OGZD.UK,D,20140519,000000,7.345,7.345,7.345,7.345,53333916,0
OGZD.UK,D,20140520,000000,7.1877,7.1877,7.1877,7.1877,55200813,0
OGZD.UK,D,20140521,000000,7.2809,7.2809,7.2809,7.2809,69168877,0
OGZD.UK,D,20140522,000000,7.204,7.204,7.204,7.204,39075169,0
OGZD.UK,D,20140523,000000,7.2467,7.2467,7.2467,7.2467,27558842,0
OGZD.UK,D,20140527,000000,7.098,7.098,7.098,7.098,32938048,0
OGZD.UK,D,20140528,000000,6.9937,6.9937,6.9937,6.9937,32195569,0
OGZD.UK,D,20140529,000000,7.1339,7.1339,7.1339,7.1339,33633116,0
OGZD.UK,D,20140530,000000,6.9656,6.9656,6.9656,6.9656,32171126,0
OGZD.UK,D,20140602,000000,7.0758,7.0758,7.0758,7.0758,33816269,0
OGZD.UK,D,20140603,000000,7.0416,7.0416,7.0416,7.0416,25098203,0
OGZD.UK,D,20140604,000000,7.0416,7.0416,7.0416,7.0416,25665594,0
OGZD.UK,D,20140605,000000,7.0416,7.0416,7.0416,7.0416,25657026,0
OGZD.UK,D,20140606,000000,7.11,7.11,7.11,7.11,34367723,0
OGZD.UK,D,20140609,000000,7.1706,7.1706,7.1706,7.1706,29333545,0
OGZD.UK,D,20140610,000000,7.1783,7.1783,7.1783,7.1783,32863187,0
OGZD.UK,D,20140611,000000,7.2296,7.2296,7.2296,7.2296,24850054,0
OGZD.UK,D,20140612,000000,7.2193,7.2193,7.2193,7.2193,17742327,0
OGZD.UK,D,20140613,000000,7.1441,7.1441,7.1441,7.1441,25387042,0
OGZD.UK,D,20140616,000000,7.1322,7.1322,7.1322,7.1322,37666766,0
OGZD.UK,D,20140617,000000,7.0818,7.0818,7.0818,7.0818,24997362,0
OGZD.UK,D,20140618,000000,7.1741,7.1741,7.1741,7.1741,22071845,0
OGZD.UK,D,20140619,000000,7.2296,7.2296,7.2296,7.2296,24124106,0
OGZD.UK,D,20140620,000000,7.2296,7.2296,7.2296,7.2296,39555173,0
OGZD.UK,D,20140623,000000,7.3553,7.3553,7.3553,7.3553,32556929,0
OGZD.UK,D,20140624,000000,7.7457,7.7457,7.7457,7.7457,54811500,0
OGZD.UK,D,20140625,000000,7.5638,7.5638,7.5638,7.5638,25531219,0
OGZD.UK,D,20140626,000000,7.486,7.486,7.486,7.486,27765957,0
OGZD.UK,D,20140627,000000,7.5748,7.5748,7.5748,7.5748,20352748,0
OGZD.UK,D,20140630,000000,7.4475,7.4475,7.4475,7.4475,20447192,0
OGZD.UK,D,20140701,000000,7.4133,7.4133,7.4133,7.4133,18139061,0
OGZD.UK,D,20140702,000000,7.5756,7.5756,7.5756,7.5756,19673682,0
OGZD.UK,D,20140703,000000,7.6056,7.6056,7.6056,7.6056,23030870,0
OGZD.UK,D,20140704,000000,7.4133,7.4133,7.4133,7.4133,14461075,0
OGZD.UK,D,20140707,000000,7.5031,7.5031,7.5031,7.5031,15280784,0
OGZD.UK,D,20140708,000000,7.5193,7.5193,7.5193,7.5193,26878574,0
OGZD.UK,D,20140709,000000,7.5116,7.5116,7.5116,7.5116,27520902,0
OGZD.UK,D,20140710,000000,7.4219,7.4219,7.4219,7.4219,33472466,0
OGZD.UK,D,20140711,000000,7.3646,7.3646,7.3646,7.3646,17790300,0
OGZD.UK,D,20140714,000000,7.3193,7.3193,7.3193,7.3193,20769757,0
OGZD.UK,D,20140715,000000,6.9826,6.9826,6.9826,6.9826,22761359,0
OGZD.UK,D,20140716,000000,7.0202,7.0202,7.0202,7.0202,25301504,0
OGZD.UK,D,20140717,000000,6.8075,6.8075,6.8075,6.8075,39255491,0
OGZD.UK,D,20140718,000000,6.7596,6.7596,6.7596,6.7596,37799066,0
OGZD.UK,D,20140721,000000,6.5844,6.5844,6.5844,6.5844,28873505,0
OGZD.UK,D,20140722,000000,6.7169,6.7169,6.7169,6.7169,33535277,0
OGZD.UK,D,20140723,000000,6.6963,6.6963,6.6963,6.6963,22906471,0
OGZD.UK,D,20140724,000000,6.6229,6.6229,6.6229,6.6229,15499516,0
OGZD.UK,D,20140725,000000,6.5545,6.5545,6.5545,6.5545,19009900,0
OGZD.UK,D,20140728,000000,6.3707,6.3707,6.3707,6.3707,31580935,0
OGZD.UK,D,20140729,000000,6.2828,6.2828,6.2828,6.2828,23942679,0
OGZD.UK,D,20140730,000000,6.3707,6.3707,6.3707,6.3707,25374036,0
OGZD.UK,D,20140731,000000,6.281,6.281,6.281,6.281,27466777,0
OGZD.UK,D,20140801,000000,6.2648,6.2648,6.2648,6.2648,16093783,0
OGZD.UK,D,20140804,000000,6.1665,6.1665,6.1665,6.1665,21951531,0
OGZD.UK,D,20140805,000000,6.0333,6.0333,6.0333,6.0333,25714322,0
OGZD.UK,D,20140806,000000,5.8922,5.8922,5.8922,5.8922,41309685,0
OGZD.UK,D,20140807,000000,5.9435,5.9435,5.9435,5.9435,38346420,0
OGZD.UK,D,20140808,000000,5.9648,5.9648,5.9648,5.9648,37076343,0
OGZD.UK,D,20140811,000000,6.0827,6.0827,6.0827,6.0827,28879865,0
OGZD.UK,D,20140812,000000,6.0844,6.0844,6.0844,6.0844,19201754,0
OGZD.UK,D,20140813,000000,6.187,6.187,6.187,6.187,35923045,0
OGZD.UK,D,20140814,000000,6.2571,6.2571,6.2571,6.2571,25961370,0
OGZD.UK,D,20140815,000000,6.3229,6.3229,6.3229,6.3229,22955188,0
OGZD.UK,D,20140818,000000,6.3751,6.3751,6.3751,6.3751,17373256,0
OGZD.UK,D,20140819,000000,6.4365,6.4365,6.4365,6.4365,28227837,0
OGZD.UK,D,20140820,000000,6.4434,6.4434,6.4434,6.4434,13918685,0
OGZD.UK,D,20140821,000000,6.4622,6.4622,6.4622,6.4622,23619453,0
OGZD.UK,D,20140822,000000,6.3819,6.3819,6.3819,6.3819,26807568,0
OGZD.UK,D,20140826,000000,6.4075,6.4075,6.4075,6.4075,20082360,0
OGZD.UK,D,20140827,000000,6.4254,6.4254,6.4254,6.4254,18719008,0
OGZD.UK,D,20140828,000000,6.2152,6.2152,6.2152,6.2152,48352150,0
OGZD.UK,D,20140829,000000,6.1101,6.1101,6.1101,6.1101,28557758,0
OGZD.UK,D,20140901,000000,6.1109,6.1109,6.1109,6.1109,19056917,0
OGZD.UK,D,20140902,000000,6.1016,6.1016,6.1016,6.1016,16920376,0
OGZD.UK,D,20140904,000000,6.3844,6.3844,6.3844,6.3844,24730533,0
OGZD.UK,D,20140905,000000,6.452,6.452,6.452,6.452,23480795,0
OGZD.UK,D,20140908,000000,6.3836,6.3836,6.3836,6.3836,16578891,0
OGZD.UK,D,20140909,000000,6.4049,6.4049,6.4049,6.4049,12443665,0
OGZD.UK,D,20140910,000000,6.3528,6.3528,6.3528,6.3528,16194010,0
OGZD.UK,D,20140911,000000,6.2597,6.2597,6.2597,6.2597,26126812,0
OGZD.UK,D,20140912,000000,6.2212,6.2212,6.2212,6.2212,19394417,0
OGZD.UK,D,20140915,000000,6.0896,6.0896,6.0896,6.0896,26471853,0
OGZD.UK,D,20140916,000000,6.1529,6.1529,6.1529,6.1529,20026843,0
OGZD.UK,D,20140917,000000,6.1366,6.1366,6.1366,6.1366,17166442,0
OGZD.UK,D,20140918,000000,6.1229,6.1229,6.1229,6.1229,20225172,0
OGZD.UK,D,20140919,000000,6.0247,6.0247,6.0247,6.0247,31920581,0
OGZD.UK,D,20140922,000000,5.9905,5.9905,5.9905,5.9905,28907793,0
OGZD.UK,D,20140923,000000,6.0623,6.0623,6.0623,6.0623,21716920,0
OGZD.UK,D,20140924,000000,6.1554,6.1554,6.1554,6.1554,26941878,0
OGZD.UK,D,20140925,000000,6.0888,6.0888,6.0888,6.0888,20919845,0
OGZD.UK,D,20140926,000000,6.035,6.035,6.035,6.035,28473380,0
OGZD.UK,D,20140929,000000,5.9375,5.9375,5.9375,5.9375,27990578,0
OGZD.UK,D,20140930,000000,6.0161,6.0161,6.0161,6.0161,35644141,0
OGZD.UK,D,20141001,000000,5.9657,5.9657,5.9657,5.9657,19717341,0
OGZD.UK,D,20141002,000000,5.8238,5.8238,5.8238,5.8238,30223139,0
OGZD.UK,D,20141003,000000,5.8879,5.8879,5.8879,5.8879,22448759,0
OGZD.UK,D,20141006,000000,5.982,5.982,5.982,5.982,25919515,0
OGZD.UK,D,20141007,000000,5.9051,5.9051,5.9051,5.9051,14268354,0
OGZD.UK,D,20141008,000000,5.7854,5.7854,5.7854,5.7854,21499870,0
OGZD.UK,D,20141009,000000,5.7836,5.7836,5.7836,5.7836,21305232,0
OGZD.UK,D,20141010,000000,5.6913,5.6913,5.6913,5.6913,30941888,0
OGZD.UK,D,20141013,000000,5.7443,5.7443,5.7443,5.7443,17658538,0
OGZD.UK,D,20141014,000000,5.6785,5.6785,5.6785,5.6785,34491876,0
OGZD.UK,D,20141015,000000,5.6812,5.6812,5.6812,5.6812,40055668,0
OGZD.UK,D,20141016,000000,5.5632,5.5632,5.5632,5.5632,26796073,0
OGZD.UK,D,20141017,000000,5.6785,5.6785,5.6785,5.6785,23647198,0
OGZD.UK,D,20141020,000000,5.6093,5.6093,5.6093,5.6093,21230434,0
OGZD.UK,D,20141021,000000,5.6188,5.6188,5.6188,5.6188,15316291,0
OGZD.UK,D,20141022,000000,5.5486,5.5486,5.5486,5.5486,18562078,0
OGZD.UK,D,20141023,000000,5.4666,5.4666,5.4666,5.4666,25552303,0
OGZD.UK,D,20141024,000000,5.4948,5.4948,5.4948,5.4948,17859031,0
OGZD.UK,D,20141027,000000,5.4479,5.4479,5.4479,5.4479,20973029,0
OGZD.UK,D,20141028,000000,5.5034,5.5034,5.5034,5.5034,28572378,0
OGZD.UK,D,20141029,000000,5.5418,5.5418,5.5418,5.5418,29613641,0
OGZD.UK,D,20141030,000000,5.6982,5.6982,5.6982,5.6982,39834589,0
OGZD.UK,D,20141031,000000,5.664,5.664,5.664,5.664,42246837,0
OGZD.UK,D,20141103,000000,5.6743,5.6743,5.6743,5.6743,14479434,0
OGZD.UK,D,20141104,000000,5.6059,5.6059,5.6059,5.6059,9156112,0
OGZD.UK,D,20141105,000000,5.4991,5.4991,5.4991,5.4991,22847563,0
OGZD.UK,D,20141106,000000,5.3325,5.3325,5.3325,5.3325,29697414,0
OGZD.UK,D,20141107,000000,5.3384,5.3384,5.3384,5.3384,54705082,0
OGZD.UK,D,20141110,000000,5.4521,5.4521,5.4521,5.4521,21236282,0
OGZD.UK,D,20141111,000000,5.341,5.341,5.341,5.341,25404189,0
OGZD.UK,D,20141112,000000,5.4094,5.4094,5.4094,5.4094,22025554,0
OGZD.UK,D,20141113,000000,5.2547,5.2547,5.2547,5.2547,22133877,0
OGZD.UK,D,20141114,000000,5.1932,5.1932,5.1932,5.1932,25817720,0
OGZD.UK,D,20141117,000000,5.1837,5.1837,5.1837,5.1837,13513560,0
